id_rna;nom_association;objet;code_objet_1;code_objet_2;date_creation;date_publication;code_postal;commune;statut
351S0351001827;ASSOCIATION RIMOU CANTON D'ANTRAIN;Pratique de l'athletisme. dans le domaine du sport en general.;011020;000000;;1986-11-05;35740;PACE;A
352S0352001787;ETONNANTS VOYAGEURS;La promotion, l'organisation, la creation et la mise en valeur de toutes activites concernant le livre et le film de voyage et d'aventure.;007000;000000;;;35000;RENNES;A
352S0352002642;ELECTRO - PHONE;Soutenir et faire valoir les pratiques artistiques et sociales 'muqiques actuelles' des amateurs par le biais d'activites d'accompagnementde projets musicaux, de formations des accompagnants et de manifestations thematiques;007000;006030;2001-10-15;;35000;RENNES;A
353P0353000061;ASSOCIATION SPORTIVE DE L'ECOLE NORMALE MIXTE D'I ET V;ORGANISER ET CONTROLER LA PRATIQUE DES SPORTS ET DE L'ATHLETISME. ELLE REPRESENTERA L'ETABLISSEMENT DANS LES EPREUVES SCOLAIRES ET UNIVERSITAIRES;011010;000000;;1980-12-13;35000;RENNES;A
353P0353000198;FOOTBALL CLUB RENNAIS;O;011000;000000;;1919-02-02;35000;RENNES;A
353P0353000211;UNION SPORTIVE SAINT MARTIN;PROMOUVOIR ET ORGANISER EN PROLONGEMENT DE L'EDUCATION PHYSIQUE ET SPORTIVE DONNEE PENDANT LE TEMPS SCOLAIRE, LES ACTIVITES SPORTIVES ET DE LOISIRS POUR L'ENSEMBLE DES ELEVES DE L'ETABLISSEMENT;011000;000000;;1919-11-23;35000;RENNES;A
353P0353000229;AMICALE DES STAGIAIRES ET ANCIENS STAGIAIRES DE L'ECOLE  DE REEDUCATION JEAN JANVIER;Solidarite;015075;015070;;1920-10-23;35000;RENNES;A
353P0353000236;SOCIETE DE CHASSE DE SAINT GREGOIRE;Mettre des terrains de chasse a la disposition de ses membres, favoriser la reproduction et l'elevage du gibier, detruire les animaux nuisibles et reprimer le braconnage;013005;000000;;1920-09-12;35760;SAINT-GREGOIRE;R
353P0353000244;ASSOCIATION SPORTIVE ET CULTURELLE LA JEANNE D'ARC;PROVOQUER, SOUTENIR ET ENCOURAGER, TOUS EFFORTS ET TOUTES INITIATIVES TENDANT A DEVELOPPER LA PRATIQUE DES ACTIVITES SPORTIVES ET CULTURELLES DE SES ADHERENTS, ET DE CREER, ENTRE TOUS SES MEMBRES, DES LIENS D'AMITIE ET DE SOLIDARITE;011000;006000;;1920-12-24;35310;MORDELLES;A
353P0353000250;ABRI DU SOLDAT;OEUVRE MILITAIRE SANS AUCUN CARACTERE CONFESSIONNEL, QUI A POUR BUT D'OFFRIR UN ABRI, DES DISTRACTIONS, DES JEUX, DES BOISSONS HYGIENIQUES, DES MOYENS DE FAIRE LEUR CORRESPONDANCE, DES LIVRES MORAUX ET RECREATIFS AUX SOLDATS DE LA GARNISON DE RENNES.ELLE A EGALEMENT POUR BUT, L'EDUCATION POPULAIRE DES ENFANTS PAUVRES PAR DES CAUSERIES, DES FILMS ET DES CONFERENCES AVEC PROJECTIONS ORGANISEES CHAQUE SEMAINE;038100;000000;;1921-01-13;35000;RENNES;A
353P0353000286;ETOILE SPORTIVE DU CERCLE SAINT PIERRE DE PIRE;Developper par l'emploi rationnel de l'education physique,des sports et des activites culturelles,l'education et la formation physique,intellecttuelle et morale de la jeunesse et de creer;011005;000000;;1922-02-21;35150;PIRE-SUR-SEICHE;R
353P035300028M;L'ESPERANCE DE BECHEREL;O;009025;000000;;1920-12-30;35190;BECHEREL;A
353P0353000343;SOCIETE SCIENTIFIQUE DE BRETAGNE;GROUPER DES PERSONNES S'INTERESSANT AUX DIVERSES SCIENCES THEORIQUES ET APPLIQUEES, EN VUE DE FAVORISER LES TRAVAUX PERSONNELS ET DE FACILITER LE DEVELOPPEMENT DES CONNAISSANCES SCIENTIFIQUES;006000;000000;;1924-04-16;35000;RENNES;A
353P0353000402;ESPERANCE DE SAINT HELIER;DEVELOPPER PAR L'EMPLOI RATIONNEL DE L'EDUCATION PHYSIQUE, DES SPORTS ET DES ACTIVITES SOCIO-EDUCATIVES, L'EDUCATION ET LA FORMATION PHYSIQUE, INTELLECTUELLE ET MORALE DE LA JEUNESSE ET DE CREER ENTRE TOUS SES MEMBRES DES LIENS D'AMITIE ET DE SOLIDARITE. DE DEVELOPPER L'EDUCATION POPULAIRE SOUS TOUTES SES FORMES ET SPECIALEMENT ELLE SE PROPOSE DE SECONDER LES FAMILLES ET DE COLLABORER AVEC ELLES POUR L'EDUCATION DE LEURS ENFANTS, LEUR RECREATION, LEUR FORMATION MORALE ET INTELLECTUELLE;011105;000000;;1926-10-30;35000;RENNES;A
353P0353000419;LIGUE DE PROTECTION DU DROIT DES CITOYENS;COMBATTRE L'INJUSTICE, L'ILLEGALITE, L'OPPRESSION ET LES ABUS DE POUVOIR QUI LUI SONT SIGNALES PAR SES MEMBRES;019010;000000;;1927-05-22;35000;RENNES;A
353P0353000433;SYNDICAT DES LOCATAIRES DE RENNES ET DE LA REGION  DE L'OUEST;DEFENSE DES INTERETS LOCATIFS DE SES MEMBRES ET LA LUTTE CONTRE LES ABUS ET EXIGENCES DES PROPRIETAIRES, DE LEURS EMPLOYES OU DE LEURS AUXILIAIRES;032520;000000;;1927-12-14;35000;RENNES;A
353P0353000438;ASSOCIATION JEANNE D'ARC DE PIRE SUR SEICHE;CREER, ENTRETENIR, PROTEGER, DEVELOPPER, PROPAGER DES ECOLES ET ETABLISSEMENTS D'ENSEIGNEMENTS CATHOLIQUES DES OEUVRES D'EDUCATION POPULAIRE DES PATRONAGES, DES OEUVRES POSTSCOLAIRES DANS LA COMMUNES DE PIRE SUR SIECHE. SES MOYENS D'ACTIONS CONSISTENT PRINCIPALEMENT DANS LA FONDATION, L'ENTRETIEN ET L'ORGANISATION D'ECOLES, PATRONAGES...;015005;000000;;1928-02-18;35150;PIRE-SUR-SEICHE;R
353P0353000458;OEUVRES DE LA JEUNESSE DE NOTRE DAME DE TOUTES GRACES;CREER, ENTRETENIR, PROTEGER, DEVELOPPER, EN COORDINATION NOTAMMENT AVEC LES CADETS DE BRETAGNE ET TOUTES AUTRES ASSOCIATIONS OU ETABLISSEMENTS SCOLAIRES OU COLLECTIVITES MEMBRES DE L'ASSOCIATION, DES OEUVRES D'EDUCATION POPULAIRE, PHYSIQUE OU MORALE,SCOLAIRE ET POSTSCOLAIRE, DE TOUTES SORTES DANS LA COMMUNE DE RENNES. SES MOYENS D'ACTION CONSISTENT PRINCIPALEMENT DANS LA FONDATION, L'ENTRETIEN ET L'ORGANISATION DE PATRONAGES, SOCIETES GYMNASTIQUE ET SPORTIVES, BIBLIOTHEQUES...;009025;000000;;1928-10-02;35000;RENNES;A
353P0353000475;CENTRE FAMILIAL MENAGER D'ILLE ET VILAINE;CREER ET SOUTENIR DANS LE DEPARTEMENT D'ILLE ET VILAINE DES COURS D'ENSEIGNEMENT FAMILIAL MENAGERS URBAINS ET RURAUX;015000;000000;;1929-02-07;35000;RENNES;A
353P0353000502;AMICALE DES LYONNAIS DE BRETAGNE;LES MOYENS D'ACTION SONT LA TENUE D'ASSEMBLEES PERIODIQUES, LES SEANCES D'ENTRAINEMENT, LES CONFERENCES ET COURS SUR LES QUESTIONS SPORTIVES ET, EN GENERAL, TOUS EXERCICES ET TOUTES INITIATIVES PROPRES A LA FORMATION PHYSIQUE ET MORALE DE LA JEUNESSE;011035;000000;;1929-08-28;35000;RENNES;A
353P0353000519;UNION DES BOULISTES RENNAIS;LA PRATIQUE ET LE DEVELOPPEMENT DU SPORT BOULES (JEU LYONNAIS);011035;000000;;1930-01-22;35000;RENNES;A
353P0353000532;LES DIABLES BLEUS D'ILLE-ET-VILAINE;Perpetuer le souvenir;010020;000000;;1930-09-28;35000;RENNES;A
353P0353000556;FEDERATION DES AMPUTES DE GUERRE DE FRANCE SECTION D'ILLE-ET-VILAINE - COTES D'ARMOR;Solidarite et etude de toutes les questions interessant le sort deses adherents;018050;000000;;1931-02-28;35510;THORIGNE-FOUILLARD;A
353P0353000664;SOCIETE DES VOYAGES D'ETUDES DE L'ECOLE SUPERIEURE AGRO;Reunir les moyens d'organiser un voyage de fin d'etudes en france ou a l'etranger;015075;034240;;1933-02-07;35000;RENNES;A
353P0353000743;ART ET CADRE;COURS D ENCADREMENT..;006000;006025;;;35520;MEZIERE;D
353P0353000807;O.G.E.C. SAINT JEAN;ASSURER, CONFORMEMENT AUX DISPOSITIONS LEGISLATIVES OU REGLEMENTAIRES, LA FONCTION, L'ENTRETIEN D'ECOLES CATHOLIQUES RECONNUES COMME TELLES PAR L'AUTORITE CANONIQUE COMPETENTE, NOTAMMENT LA GESTION D'ETABLISSEMENT, AINSI QUE LA GESTION DE TOUT CE QUI, DE PRES OU DE LOIN, DIRECTEMENT OU INDIRECTEMENT, SE RAPPORTE A L'EDUCATION ET A L'ENSEIGNEMENT;009025;000000;;1936-08-06;35000;RENNES;A
353P0353000829;UNION SPORTIVE ACIGNOLAISE (U.S.A);DEvelopper la pratique des activitEs physiques et sportives et de l'Education physique;011000;000000;;;35690;ACIGNE;A
353P0353000832;CLUB ALPIN FRANCAIS DE RENNES;Pratique de la montagne en hiver et en ete;011155;000000;;1937-03-18;35000;RENNES;R
353P0353000974;AIDE AUX MERES ET AUX FAMILLES A DOMICILE;Entr'aide aux meres de famille;019000;020005;;1940-09-23;35000;RENNES;D
353P0353001197;SOCIETE COLOMBOPHILE PIGEON SPORT RENNAIS;GROUPER LES AMATEURS D'UNE OU PLUSIEURS COMMUNES. VEILLER A CE QUE LES DETENTEURS DE PIGEONS VOYAGEURS SOIENT INSCRITS A UNE ASSOCIATION COLOMBOPHILE EN APPLICATION A LA LOI COLOMBOPHILE ET DES STATUTS DE LA FEDERATION COLOMBOPHILE FRANCAISE. AVISERLA F.C.F. EN CAS D'INFRACTION. ASSURER L'INSTRUCTION DES JEUNES COLOMBOPHILES QUI DESIRENT SE PRESENTER A L'EXAMEN NATIONAL DU MEILLEUR JEUNE COLOMBOPHILE DE FRANCE. VEILLER A L'ENTRAINEMENT REGULIER DES PIGEONS VOYAGEURS ET D'ORGANISER DES CONCOURS;007050;000000;;1945-10-21;35000;RENNES;A
353P0353001269;ASSOCIATION  DES FRANCAIS LIBRES (SECTION D'ILLE ET VILAINE);Aide morale et materielle aux engages de la france libre;038105;000000;;1946-04-27;35000;RENNES;A
353P0353001285;ASSOCIATION SPORTIVE IMMACULEE RENNES;ORGANISER ET CONTROLER LA PRATIQUE DES ACTIVITES SPORTIVES CHEZ LES ELEVES FREQUENTANT L'ETABLISSEMENT 'COLLEGE PRIVE IMMACULEE'. ELLE REPRESENTE CELUI-CI DANS LES EPREUVES SCOLAIRES;011010;000000;;1946-05-23;35000;RENNES;R
353P0353001291;ASSOCIATION FAMILIALE LA RUCHE;ASSURER LA DEFENSE DE TOUS LES INTERETS MATERIELS ET MORAUX DES FAMILLES. PROMOUVOIR TOUT ACTION EDUCATIVE EN FAVEUR DE LA FAMILLE;019000;000000;;1946-05-23;35760;SAINT-GREGOIRE;A
353P0353001356;ASSOCIATION FAMILLES RURALES DE ROMILLE;ASSURER L'ETUDE, LA DEFENSE ET LA REPRESENTATION DES DROITS ET DES INTERETS MORAUX ET MATERIELS DES FAMILLES.;014000;000000;;;35850;ROMILLE;A
353P0353001360;MODELE CLUB RENNAIS;Grouper les personnes s'interessant a la construction de modeles en reduction;007025;000000;;1946-07-06;35000;RENNES;A
353P0353001447;ASSOCIATION D'EDUCATION POPULAIRE ET D'ENSEIGNEMENT CAT  PRIVE MIXTE SAINT HELIER;Gestion des ecoles catholiques de saint-helier;015000;000000;;1947-01-11;35000;RENNES;A
353P0353001671;ASSOCIATION ENTRAIDE DES VEUVES ET ORPHELINS DE GUERRE;Defense des droits des veuves de guerre, soutien materiel et moral;014000;019000;;1991-11-27;35000;RENNES;A
353P0353001672;UNION DES JEUNES AVOCATS D'ILLE-ET-VILAINE;RESSERRER LES LIENS DE CONFRATERNITE, D'AMITIE ET DE SOLIDARITE ENTRE LES AVOCATS DE MEME GENERATION. DE MAINTENIR PARMI LES JEUNES L'IDEAL DE LA PROFESSION D'AVOCAT DANS LE RESPECT DES TRADITIONS ET LA PRATIQUE RIGOUREUSE DES REGLES DE LA CONSCIENCEPROFESSIONNELLE. REALISER L'ENTRAIDE PROFESSIONNELLE ENTRE SES MEMBRES, ET DE LEUR FACILITER LES DEBUTS DANS L'EXERCICE DE LA PROFESSION. PRETER AIDE ET ASSISTANCE A SES MEMBRES. ASSURER LA DEFENSE DE LEURS INTERETS COMMUNS;014000;000000;;1947-12-27;35000;RENNES;R
353P0353001740;ASSOCIATION D'EDUCATION POPULAIRE ET D'ENSEIGNEMENT CAT  SAINT JACQUES DE LA LANDE;Gestion des ecoles libres;015000;009025;;1948-06-15;35136;SAINT-JACQUES-DE-LA-LANDE;A
353P0353001764;AMICALE DES ANCIENS HORTIS DE RENNES ET BRUZ;O;014000;000000;;1948-08-21;35170;BRUZ;A
353P0353001782;GROUPEMENT REGIONAL DE TRANSFUSION SANGUINE ET DE REANI  VILAINE;Effectuer le controle et le recrutement medical des donneurs de sang, preparer du sang conserve et du plasma sanguin, prati quer tous les examens d'hemotologie necessaires, les transfu- sions sanguines et les reanimations qui lui seraient demandes;017065;000000;;1948-09-30;35000;RENNES;A
353P0353001822;GROUPEMENT D'ANIMATION ET DE SELECTION DE FILMS DE L'OU;Propagande developpement du cinema educatif et moralisateur, education populaire par l'ecran et generalement par la defense des interets materiels et moraux des adherents et des usagers du cinema membres de cette association;006025;000000;;1991-10-30;35510;CESSON-SEVIGNE;A
353P0353001837;ASSOCIATION SPORTIVE DU LYCEE PROFESSIONNEL;Organiser, developper en prolongement de l'education physique et sportive donnee pendant les heures de scolarite, l'initiation et la pratique sportive pour les eleves qui y adherent;011010;000000;;1949-04-09;35000;RENNES;R
353P0353001847;UNION CATHOLIQUE DES ANCIENS ELEVES DE L'INSTITUTION  SAINT MARTIN (U.C.A.E. SAINT MARTIN);ENTRETENIR DANS LE COEUR DES ANCIENS ELEVES LES SENTIMENTS PRECIEUX DE FOI QU'ILS ONT PUISES DANS L'ETABLISSEMENT. RESSERRER LES LIENS D'AFFECTION QUI EXISTAIENT ENTRE EUX ET D'ENTRETENIR LEURS SENTIMENTS DE RECONNAISSANCE ET D'ESTIME ENVERS LEURS ANCIENS MAITRES. EXERCER UNE ACTION D'ENTRAIDE EN FAVEUR DES JEUNES ELEVES A LA SORTIE DU COLLEGE;015070;000000;;1949-05-06;35000;RENNES;A
353P0353001921;O.G.E.C DE L'ECOLE SAINTE ANNE;ORGANISE PAR TOUS LES MOYENS APPROPRIES LE FONCTIONNEMENT MATERIEL DE L'ECOLE DE THORIGNE-FOUILLARD. ACQUIERT OU PREND EN LOCATION TOUS IMMEUBLES JUGES UTILES;009025;000000;;1950-02-22;35510;THORIGNE-FOUILLARD;A
353P0353001963;ASSOCIATION DE GESTION DU RESTAURANT ADMINISTRATIF PTT  DE RENNES-COLOMBIER;Gestion du restaurant;023000;000000;;1950-06-18;35000;RENNES;A
353P0353001986;PLANETE BUDO 35;Pratique de l'education physique et des sports (judo-jiu-jitsu- aikido-kendo).;011145;000000;;1950-11-03;35000;RENNES;A
353P0353002017;ASSOCIATION SPORTIVE DES SAPEURS-POMPIERS DE RENNES;Pratique de l'education physique et des sports;036010;000000;;1991-05-12;35000;RENNES;A
353P0353002074;ASSOCIATION  FRANCE U.R.S.S.;Ce et d'assistance mutuelle du 10 decembre 1944 eminemment national,la connaissance mutuelle des deux pays et leurcollaboration amicale dans la paix,conformement au traite d'allianfavoriser,dans le cadre de la legislation en vigueuret dans un but;009050;000000;;1951-11-14;35510;CESSON-SEVIGNE;A
353P0353002160;ASSOCIATION DES PARENTS D'ELEVES DU GROUPE MIXTE DE  SAINTE-ANNE - LA PROVIDENCE;Assurer la gestion materielle,le fonctionnement de cette ecole;015005;000000;;1951-12-13;35000;RENNES;A
353P0353002317;ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXT;Assurer la gestion materielle, le fonctionnement et le develo- ppement de cette ecole;015005;000000;;1951-12-16;35136;SAINT-JACQUES-DE-LA-LANDE;A
353P0353002322;ASSOCIATION DE PARENTS DE L'ECOLE DU SACRE-COEUR  D'ORGERES;Assurer la gestion materielle, le fonctionnement et le developpe- ment de cette ecole;015005;000000;;1951-12-15;35230;ORGERES;A
353P0353002361;LE THEATRE DE LA MOUCHE;CREER UN GROUPE D'EXPRESSION THEATRALE.;006000;006070;;;35590;HERMITAGE;R
353P0353002376;ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE LA SAGESSE;Gestion financiere de l'ecole;015005;015000;;1952-01-31;35116;CHAPELLE-CHAUSSEE;A
353P0353002446;FOYER D'ACCUEIL L'OASIS;ACCUEILLIR DANS CE FOYER, EVENTUELLEMENT AVEC LEUR JEUNE ENFANT, LES JEUNES FILLES ET JEUNES FEMMES MOMENTANNEMENT SANS ABRI EN LEUR APPORTANT L'AIDE ET L'APPUI NECESSITES PAR LEUR SITUATION. SUSCITER, A L'AIDE D'UNE FORMATION PROFESSIONNELLE CHEZ LES JEUNES FILLES OU JEUNES FEMMES EN DANGER MORAL, LE DESIR D'UNE VIE DE TRAVAIL ET D'HONNETETE ET D'AIDER AINSI A LEUR RELEVEMENT ET A LEUR READAPTATION SOCIALE. ORGANISER CETTE FORMATION PROFESSIONNELLE;018010;000000;;1952-12-17;35000;RENNES;A
353P0353002465;ISLY;Societe secours;038000;000000;;1902-06-14;35000;RENNES;A
353P0353002478;AMICALE CULTURELLE ET SPORTIVE DU C.H.R DE RENNES;ORGANISER UN ARBRE DE NOEL CHAQUE ANNEE. CREATION AU SEIN DU PERSONNEL DE PLUSIEURS SECTIONS DE LOISIRS 'PALETS, PING-PONG, GROUPE THEATRAL ET VARIETES, SPORTS'. SORTIES CHAMPETRES, EXCURSIONS ET BALS;011015;000000;;1953-05-23;35000;RENNES;A
353P0353002561;COMITE DEPARTEMENTAL D'HABITAT ET D'AMENAGEMENT RURAL;Te familiale et la mise en valeur des disponibilites immobilieres rurales.;032520;023040;;1954-04-09;35000;RENNES;A
353P0353002604;GROUPEMENT CULTUREL ET SPORTIF DE L'ECONOMIQUE DE  RENNES (G.C.S.E.R);LA PRATIQUE DE TOUS LES SPORTS;011000;006000;;1954-09-07;35510;CESSON-SEVIGNE;A
353P0353002649;FOYER DU THABOR;Favoriser l'education, l'enseignement, la culture et le mieux etre physique et moral de l'enfance, de la jeunesse feminine et realisation des diverses activites familiales et profession nelles de la femme;019010;000000;;1954-12-11;35000;RENNES;A
353P0353002665;UNION REGIONALE DES ASSOCIATIONS DE PARENTS D'ELEVES DE  L'ENSEIGNEMENT LIBRE DE BRETAGNE (U.R.A.P.E.L);La representation et la defense des interets des familles, a l'e- chelon academique ou regional, aupres des pouvoirs publics et de toute autorite constituee, et ce dans le but d'assurer en un;023040;015005;;1955-01-29;35000;RENNES;A
353P0353002707;CLUB DES CINEASTES AMATEURS DE RENNES;O;006025;000000;;1955-04-09;35000;RENNES;A
353P0353002715;LES COMPAGNONS DE LA LANDE;PROPOSER DANS DES ACTIVITES PARASCOLAIRES, DE FORMER DES JEUNES A L'EXPRESSION DRAMATIQUE ET CHORALE;006000;000000;;1955-04-22;35000;RENNES;D
353P0353002735;PARA CLUB DE RENNES YVES DESCHAUX;"FAVORISER L'ESSOR DU PARACHUTISME ACTIF SOUS TOUTES SES FORMES PAR LA PROPAGANDE ; PAR LA PRATIQUE DES SAUTS EN PARACHUTE, EN COOPERATION AVEC L'AERO-CLUB D'ILLE ET VILAINE ET L'ARMEE ; PAR L'ORGANISATION DE L'INSTRUCTION THEORIQUE ET PRATIQUE, PREPARATOIRE AU SAUT EN PARACHUTE EN CONFORMITE AVEC LA REGLEMENTATION EN VIGUEUR";011135;000000;;1955-07-02;35000;RENNES;A
353P0353002756;ASSOCIATION FAMILIALE DE GESTION LES JEUNES PAYSANS DE  CHATEAUGIRON;CREER, ENTRETENIR, DEFENDRE ET DEVELOPPER DES OEUVRES DE FORMATION AGRICOLE ET MENAGERE POUR LES JEUNES PAYSANS ET PAYSANNES, ENTRE AUTRES, CREATION DE BULLETIN, ORGANISATION DE CONFERENCES, DE CONCOURS, DE VOYAGES D'ETUDES, DE CHAMPS D'EXPERIENCE, DE BIBLIOTHEQUES, D'ATELIERS...;014000;000000;;1955-10-21;35170;BRUZ;A
353P0353002779;CLUB CAMPING TOURISME;ORGANISER AU PROFIT DE LA JEUNESSE, DES VOYAGES ET TOUTES AUTRES MANIFESTATIONS CONCERNANT L'ORGANISATION DES LOISIRS;034230;000000;;1955-12-22;35000;RENNES;A
353P0353002782;AMICALE DU PERSONNEL DU CENTRE HOSPITALIER SPECIALISE D;Maintien de la bonne camaraderie et organisation des fetes familiales;011000;014030;;1956-01-07;35000;RENNES;A
353P0353002790;SERVICE SOCIAL SPECIALISE D'ILLE-ET-VILAINE DE  PROTECTION DE L'ENFANCE ET DE L'ADOLESCENCE;Protection de l'enfance et de l'adolescence;020020;000000;;1956-01-24;35000;RENNES;A
353P0353002842;ASSOCIATION ASSOCIATION AJISTE GESTIONNAIRE INTERDEPART  DE JEUNESSE ET D'ACTIVITES AJISTES;Gestion des auberges de jeunesse;009005;000000;;1956-08-09;35000;RENNES;R
353P0353002860;COMITE DES FETES ET D'ANIMATION DE CESSON SEVIGNE;Organisation des fetes dans la commune de cesson;009030;000000;;1956-11-09;35510;CESSON-SEVIGNE;A
353P0353002877;COMITE ARTISTIQUE DE LA COIFFURE D'ILLE-ET-VILAINE;Elever la valeur professionnelle de chacun de ses membres et les preparer aux differentes manifestations artistiques, regio nales, nationales et internationales;022542;000000;;1957-01-23;35000;RENNES;A
353P0353002896;CERCLE PAUL BERT GINGUENE;LA PRATIQUE DE L'EDUCATION PHYSIQUE ET DES SPORTS;011005;000000;;1958-02-28;35000;RENNES;A
353P0353002921;AMICALE LAIQUE DE CHANTEPIE;Defendre l'ecole laique, etablir un lien entre les familles et l'ecole, promouvoir l'education populaire;015000;000000;;1957-06-02;35135;CHANTEPIE;A
353P0353002924;ASSOCIATION DES OFFICIERS MARINIERS QUARTIERS-MAITRES  EN RETRAITE ET VEUVES DE RENNES;Defendre la condition du retraite militaire, defendre ses droits et resserrer les liens de solidarite et de camaraderie qui doiventunir tous les marins;010020;000000;;1957-06-02;35000;RENNES;A
353P0353002978;FANION LASALLIEN SAINT HELIER (FLASH);ORGANISER ET CONTROLER LA PRATIQUE DES SPORTS;011105;000000;;1958-01-22;35000;RENNES;R
353P0353002989;GROUPEMENT D'ENTREPRISES POUR LA MEDECINE DU TRAVAIL  (G.E.M.T);FACILITER AUX ENTREPRISES INDUSTRIELLES ET COMMERCIALES ET DE PROFESSIONS LIBERALES TOUCHEES PAR LES TEXTES LEGAUX EN VIGUEUR, LOI DU 11/10/1946, DECRET DU 27/11/1952, LA MISE EN APPLICATION DES PRESCRIPTIONS RELATIVES AUX SERVICES MEDICAUX-SOCIAUX D'ENTREPRISE PAR LA CREATION D'UN SERVICE MEDICAL INTER-ENTREPRISES;017105;000000;;1958-03-16;35000;RENNES;A
353P0353002990;COMITE DEPARTEMENTAL D'ILLE-ET-VILAINE DE PREVENTION DE  L'ALCOOLISME;Propagande pour les jus de fruit et lutte contre l'alcoolisme;018030;000000;;1958-03-07;35000;RENNES;A
353P0353002999;ASSOCIATION CATHOLIQUE DES VISITEURS HOSPITALIERS;Appui moral aux vieillards, aux infirmes hospitalises dans les hospices publics et les etablissements prives d'ille-et-vilaine;040510;000000;;1958-04-06;35000;RENNES;A
353P0353003001;UNION;"Droits,de la paix et de l'independance nationale;d'organiser ses loisirs. cultiver le patrimoine artistique,litteraire et culturel de notre pays.aider a l'union de la jeune generation,pour la defense de ses";023040;019005;;1958-04-25;35000;RENNES;A
353P0353003003;LES ANCIENS DE CARCE;Et utilement leurs loisirs. te.resserrer entre eux des liens d'amitie.les aider a parfaire leur education et leur instruction.les aider a occuper sainement rattacher a leur maison les anciens eleves integres dans la socie-;015000;015070;;1958-05-07;35170;BRUZ;A
353P0353003004;CERCLE BOUSSIN DE L'UNION DES JEUNES COMMUNISTES DE FR;Culturel de notre pays. rassembler tous les jeunes desirant participer a l'activite du ditcercle dans le but de cultiver le patrimoine artistique,litteraire;006000;001005;;1958-05-25;35000;RENNES;A
353P0353003005;UNION;"Propager parmi les etudiants,les ecoliers de l'enseignement supe- rieur et technique;ainsi que chez les jeunes de toute condition legout de la culture par organisation de causeries educatives,d'ex-";015000;015075;;1958-05-25;35000;RENNES;A
353P0353003008;ATHLETIC CLUB CITROEN DE RENNES;Pratique des sports et des exercices physiques.;011000;011020;;1958-06-08;35000;RENNES;A
353P0353003010;FEDERATION;Defense de ses droits,de la paix,de l'independance nationale et l'organisation de ses loisirs. rassembler tous les jeunes desirant participer a une quelconque deses activites afin de contribuer a l'union de la jeunesse pour la;001000;001010;;1958-06-27;35000;RENNES;A
353P0353003012;FEDERATION;Pour la defense des interets materiels ou moraux des stations.rea-liser une propagande.organiser des manifestations servant au deve-loppement du thermo-climatisme. etablir entre les adherents des relations de solidarite et bonne;017000;017145;;1958-06-05;35000;RENNES;A
353P0353003013;LES AMIS DE L'ACCORDEON;Resserrer entre ses membres de liens de camaraderie et d'amitie.favoriser le developpement de la musique en particulier de l'accor- deon.organiser des manifestations artistiques ou musicales.;006000;006030;;1958-06-21;35000;RENNES;A
353P0353003014;UNION;"Defendre les interets materiels et moraux de ses mandants.etudier les questions relatives a l'amelioration de leurs conditions de vie:prevention,education,reeducation reclassement;garantie emplois";020000;018015;;1958-06-19;35000;RENNES;A
353P0353003015;CENTRE D'ETUDES TECHNIQUES AGRICOLES DES MARAICHERS REN;"Exploitation;d'ameliorer la rentabilite de leur travail. fournir a ses membres les moyens de faciliter la gestion de leur";023020;022515;;1958-07-06;35000;RENNES;A
353P0353003016;AIDE AUX CANTINES DES ECOLES PRIMAIRES PRIVEES DE RENN;Suite de l'oeuvre dite'soupe populaire enfantines des cantons de rennes'.;022510;020000;;1958-06-29;35000;RENNES;A
353P0353003017;'AMITIES BRETONNES';Regroupement des anciens scouts de france et anciens guides ayant fait du scoutisme ou residant en bretagne.promouvoir toutes insti-tutions et mouvements capable d'apporter au pays entier cet ideal qui est le leur.;034230;000000;;1958-06-29;35000;RENNES;A
353P0353003024;EQUIPE ST VINCENT GROUPE DE TOUSSAINTS.;Secourie les pauvres de la paroisse de toussaints de rennes.;040000;040510;;1958-07-18;35000;RENNES;A
353P0353003029;COMITE D'ACTION PAYSANNE POUR LE REFERENDUM.;Promouvoir une action en vue de la reforme des institutions.;001005;001015;;1959-09-05;35000;RENNES;A
353P0353003034;ASSOCIATION DES AMIS DES ECOLES PUBLIQUES DE LA RUE DE PARIS ET DU BOULEVARD DE LA DUCHESSE ANNE;Resserrer les liens d'amitie entre les parents d'eleves des deux ecoles.creer une atmosphere de confiance et de sympathie autour des ecoles de la rue de paris et du bd de la duchesse anne.;015000;015075;;1958-10-26;35000;RENNES;A
353P0353003036;FRANCS ET FRANCHES CAMARADES DE QUINELEU;"Sains et educatifs. offrir aux enfants et adolescents,garcons et filles ; des loisirs";015000;015075;;1958-11-06;35000;RENNES;A
353P0353003037;FRANCS ET FRANCHES CAMARADES DE LA RUE DE PARIS.;"Offrir aux enfants et adolescents, garcons et filles ; des loisirs sains et educatifs.";019010;015000;;1958-11-06;35000;RENNES;A
353P0353003038;FRANCS ET FRANCHES CAMARADES DE VILLENEUVE.;"Sains et educatifs. Offrir aux enfants et adolescents, garcons et filles ; des loisirs";019010;015000;;1958-11-06;35000;RENNES;A
