annee,dep,population_estimee
1982,89,311252.0
1982,90,131848.0
1982,91,987988.0
1982,92,1386244.0
1982,93,1326548.0
1982,94,1192692.0
1982,95,918352.0
1990,01,471867.0
1990,02,538068.0
1990,03,358326.0
1990,04,131064.0
1990,05,113611.0
1990,06,972385.0
1990,07,277857.0
1990,08,296863.0
1990,09,136636.0
1990,10,289466.0
1990,11,298793.0
1990,12,270766.0
1990,13,1758685.0
1990,14,618739.0
1990,15,158761.0
1990,16,342497.0
1990,17,527720.0
1990,18,321402.0
1990,19,238352.0
1990,21,494306.0
1990,22,539093.0
1990,23,131132.0
1990,24,386941.0
1990,25,485175.0
1990,26,414546.0
1990,27,514245.0
1990,28,396646.0
1990,29,838947.0
1990,30,585376.0
1990,31,925929.0
1990,32,175360.0
1990,33,1214431.0
1990,34,795142.0
1990,35,799206.0
1990,36,237687.0
1990,37,529848.0
1990,38,1016655.0
1990,39,249137.0
1990,40,311939.0
1990,41,306478.0
1990,42,746677.0
1990,43,206992.0
1990,44,1051754.0
1990,45,580725.0
1990,46,156046.0
1990,47,306041.0
1990,48,73010.0
1990,49,706086.0
1990,50,481415.0
1990,51,559070.0
1990,52,204577.0
1990,53,278351.0
1990,54,712753.0
1990,55,196470.0
1990,56,620242.0
1990,57,1011940.0
1990,58,233528.0
1990,59,2533509.0
1990,60,726869.0
1990,61,294031.0
1990,62,1434113.0
1990,63,598916.0
1990,64,578840.0
1990,65,224852.0
1990,66,363558.0
1990,67,952599.0
1990,68,671609.0
1990,69,1509593.0
1990,70,230317.0
1990,71,560015.0
1990,72,514304.0
1990,73,348856.0
1990,74,568833.0
1990,75,2151245.0
1990,76,1224673.0
1990,77,1079494.0
1990,78,1307397.0
1990,79,346341.0
1990,80,549062.0
1990,81,343305.0
1990,82,200401.0
1990,83,816026.0
1990,84,467008.0
1990,85,509845.0
1990,86,380459.0
1990,87,353914.0
1990,88,386562.0
1990,89,323368.0
1990,90,134313.0
1990,91,1085002.0
1990,92,1390592.0
1990,93,1381180.0
1990,94,1215143.0
1990,95,1050022.0
1999,01,516063.0
1999,02,535820.0
1999,03,344519.0
1999,04,140056.0
1999,05,121436.0
1999,06,1012385.0
1999,07,285781.0
1999,08,290047.0
1999,09,137384.0
1999,10,291942.0
1999,11,310056.0
1999,12,264145.0
1999,13,1834026.0
1999,14,648330.0
1999,15,150682.0
1999,16,337859.0
1999,17,558026.0
1999,18,314543.0
1999,19,232752.0
1999,21,506768.0
1999,22,542525.0
1999,23,124685.0
1999,24,388520.0
1999,25,499361.0
1999,26,438265.0
1999,27,541235.0
1999,28,408240.0
1999,29,852882.0
1999,30,622757.0
1999,31,1046400.0
1999,32,172119.0
1999,33,1287286.0
1999,34,896668.0
1999,35,867880.0
1999,36,230819.0
1999,37,553171.0
1999,38,1094768.0
1999,39,251398.0
1999,40,327452.0
1999,41,315250.0
1999,42,729134.0
1999,43,209661.0
1999,44,1135360.0
1999,45,618558.0
1999,46,159857.0
1999,47,305564.0
1999,48,73391.0
1999,49,732509.0
1999,50,482469.0
1999,51,564823.0
1999,52,195111.0
1999,53,285266.0
1999,54,713202.0
1999,55,192229.0
1999,56,644835.0
1999,57,1023016.0
1999,58,225362.0
1999,59,2553433.0
1999,60,766038.0
1999,61,292766.0
1999,62,1441077.0
1999,63,603992.0
1999,64,599916.0
1999,65,222855.0
1999,66,393145.0
1999,67,1025236.0
1999,68,706791.0
1999,69,1579237.0
1999,70,229598.0
1999,71,544768.0
1999,72,529553.0
1999,73,373160.0
1999,74,630750.0
1999,75,2125017.0
1999,76,1238943.0
1999,77,1193348.0
1999,78,1354100.0
1999,79,344472.0
1999,80,555846.0
1999,81,343340.0
1999,82,206025.0
1999,83,898423.0
1999,84,499567.0
1999,85,539215.0
1999,86,398373.0
1999,87,353784.0
1999,88,381270.0
1999,89,332965.0
1999,90,137203.0
1999,91,1133320.0
1999,92,1428384.0
1999,93,1382892.0
1999,94,1225594.0
1999,95,1104507.0
2006,01,566105.9887704789
2006,02,536515.4603089365
2006,03,342869.3134978523
2006,04,154583.6487282186
2006,05,130760.0256468785
2006,06,1073031.4194278053
2006,07,305995.2586256679
2006,08,285717.0500576856
2006,09,145960.0670384708
2006,10,299525.3856331521
2006,11,340922.7498418989
2006,12,273226.1492228402
2006,13,1936924.1507842103
2006,14,670861.8350547086
2006,15,149644.0217495737
2006,16,346855.823388734
2006,17,598650.104049768
2006,18,314423.913336698
2006,19,240025.2160752912
2006,21,516979.0054100571
2006,22,570164.5214759234
2006,23,123046.0048204682
2006,24,403320.4595965114
2006,25,515930.200066589
2006,26,468326.74431860377
2006,27,567443.7750075939
2006,28,421019.3178655696
2006,29,882559.1825930703
2006,30,683039.1737792105
2006,31,1185602.589195608
2006,32,181069.4453211392
2006,33,1392872.699440713
2006,34,1000912.5245059181
2006,35,945245.2249587409
2006,36,232685.1781740275
2006,37,579476.0884516052
2006,38,1168305.7298903365
2006,39,256837.1101992639
2006,40,362665.69020781957
2006,41,324164.7576804144
2006,42,741205.431988706
2006,43,219573.0122139838
2006,44,1233454.9837590333
2006,45,645050.2565472845
2006,46,169157.3166836788
2006,47,322344.2798513184
2006,48,76918.3266989333
2006,49,765937.8904421948
2006,50,492904.0808659362
2006,51,566078.3736839769
2006,52,187802.139897755
2006,53,298831.5544615062
2006,54,725111.0628014148
2006,55,193449.9036798967
2006,56,694470.2033646585
2006,57,1036002.4595850949
2006,58,221929.8864634047
2006,59,2564679.205653311
2006,60,792456.2212626517
2006,61,292960.8035852538
2006,62,1453269.6208745986
2006,63,622440.4704848971
2006,64,636743.9455155082
2006,65,227802.3220522534
2006,66,431950.1540329212
2006,67,1078449.9025234168
2006,68,736067.0794810173
2006,69,1669494.1630088738
2006,70,235612.4200608477
2006,71,548850.0253748337
2006,72,553019.1111282365
2006,73,403054.6542601448
2006,74,696119.1278592536
2006,75,2181145.4154371074
2006,76,1243244.4152756901
2006,77,1272210.6386803472
2006,78,1395496.1589475702
2006,79,359331.2704775918
2006,80,564465.1044961446
2006,81,365193.9930611602
2006,82,226796.7696250676
2006,83,984919.3496907762
2006,84,534230.9574811262
2006,85,597010.8513148593
2006,86,418326.9203216321
2006,87,367237.6195308095
2006,88,379916.513187654
2006,89,339676.3562039359
2006,90,141170.9196836582
2006,91,1197539.352292242
2006,92,1536005.225759472
2006,93,1491683.4730457976
2006,94,1298239.3426021088
2006,95,1156549.2135733578
2011,01,604219.8134516987
2011,02,541349.9043369612
2011,03,342420.135960975
2011,04,161011.0104022725
2011,05,138639.5009973451
2011,06,1081592.6818437185
2011,07,317102.0229309827
2011,08,283259.6690557768
2011,09,152355.7922657966
2011,10,304077.1565431739
2011,11,359901.3389696037
2011,12,275602.4993934258
2011,13,1976107.4637587687
2011,14,684721.777551856
2011,15,147571.408598535
2011,16,352391.4923807215
2011,17,625887.8197687822
2011,18,311998.1577195406
2011,19,242469.5913599
2011,21,525525.3944557926
2011,22,594554.2053674726
2011,23,122396.6156157972
2011,24,415437.6866676867
2011,25,529291.0372929863
2011,26,488065.2062199149
2011,27,587932.8565748836
2011,28,430126.5605586453
2011,29,900223.9699973455
2011,30,718530.8492865757
2011,31,1260555.7831919768
2011,32,188879.2761435215
2011,33,1463966.804452058
2011,34,1061728.7374156564
2011,35,996655.874912989
2011,36,230039.1608962175
2011,37,593941.635669058
2011,38,1214916.2508179357
2011,39,261423.1845082275
2011,40,388167.5383683387
2011,41,331282.2640472048
2011,42,748688.074231261
2011,43,224681.972511102
2011,44,1296000.8150494907
2011,45,659670.3548315215
2011,46,174501.3608419138
2011,47,330873.7054431896
2011,48,77024.4105201222
2011,49,790101.7235791938
2011,50,500408.5877359771
2011,51,566741.8619489525
2011,52,182251.9819753619
2011,53,306911.4216954596
2011,54,733467.0790627688
2011,55,193423.8810049607
2011,56,727060.2628419283
2011,57,1045156.8891496727
2011,58,218651.5812191709
2011,59,2579296.5826922767
2011,60,805821.891568081
2011,61,290761.4868566194
2011,62,1462928.9169018513
2011,63,635204.776170654
2011,64,656714.2334034864
2011,65,229064.0435484585
2011,66,452242.6563192965
2011,67,1099164.5952126698
2011,68,752992.9809256817
2011,69,1744425.6175416466
2011,70,239612.3339993866
2011,71,556203.7477516237
2011,72,565925.5392477136
2011,73,418902.66425536573
2011,74,747133.8362073357
2011,75,2249976.7130506937
2011,76,1251538.7236537347
2011,77,1337664.829388711
2011,78,1413466.512751357
2011,79,371104.8361988656
2011,80,570774.1475986205
2011,81,377700.7529532913
2011,82,244490.0482181979
2011,83,1012451.0348259656
2011,84,546565.2124330857
2011,85,641306.8172462964
2011,86,428425.7094029257
2011,87,376090.0616539481
2011,88,378781.2224507557
2011,89,342576.975907145
2011,90,143211.9732695063
2011,91,1225096.5165211363
2011,92,1581654.837901823
2011,93,1530149.3764906537
2011,94,1333625.54986928
2011,95,1180491.949823102
2016,01,638460.4135017584
2016,02,535836.764301945
2016,03,339071.9484638063
2016,04,162724.8469654473
2016,05,141092.5478996642
2016,06,1083778.1087117854
2016,07,325124.1146626602
2016,08,275380.5303132849
2016,09,152919.5589193295
2016,10,308968.2368352873
2016,11,368060.7923553185
2016,12,278618.4195588924
2016,13,2019504.9224610417
2016,14,694159.5508947802
2016,15,146090.3983645687
2016,16,353097.6966646757
2016,17,642185.0832693256
2016,18,307043.2333711086
2016,19,241970.6297491411
2016,21,532536.1553230747
2016,22,600244.5133191317
2016,23,119743.3100299427
2016,24,414976.9177811542
2016,25,538224.00239708
2016,26,507754.9478945996
2016,27,602791.3593231488
2016,28,433963.3138643133
2016,29,908354.9566356743
2016,30,742072.104041105
2016,31,1348167.52427851
2016,32,190694.6577450239
2016,33,1566711.290479573
2016,34,1132450.0200168574
2016,35,1052279.1646929986
2016,36,223387.9909568615
2016,37,606292.3849529399
2016,38,1252562.0525189333
2016,39,260617.7042343061
2016,40,405309.1873214997
2016,41,332861.491207014
2016,42,761822.3292746337
2016,43,227447.5235489397
2016,44,1381143.433408181
2016,45,674315.7958089382
2016,46,173239.704587189
2016,47,332859.2621717397
2016,48,76509.7845625727
2016,49,811325.4128150935
2016,50,498066.3073042013
2016,51,570798.3657940766
2016,52,178290.9827099999
2016,53,307850.2109396445
2016,54,733869.2373122922
2016,55,188979.6046832198
2016,56,747610.0188389968
2016,57,1045056.918830982
2016,58,209083.0846361343
2016,59,2602699.154881264
2016,60,822900.0726661959
2016,61,285181.1751635934
2016,62,1470585.6340722975
2016,63,650342.0202565774
2016,64,673949.0415943874
2016,65,227733.9635469249
2016,66,473962.387860833
2016,67,1122053.5682897463
2016,68,762503.9266876265
2016,69,1835825.3248538254
2016,70,237182.6678892654
2016,71,554846.9929878084
2016,72,567272.6398843132
2016,73,429317.31450591155
2016,74,801287.375433933
2016,75,2190108.518311129
2016,76,1255902.578702257
2016,77,1397726.9040695191
2016,78,1431736.8174248263
2016,79,374217.2525521424
2016,80,572879.0132189755
2016,81,386728.3581824803
2016,82,256997.8019963159
2016,83,1056188.6260942435
2016,84,558682.694901226
2016,85,670423.8808779822
2016,86,435676.2747406191
2016,87,374875.578983496
2016,88,369970.8516165026
2016,89,340401.2707958559
2016,90,143904.8620352563
2016,91,1287799.3769502423
2016,92,1603337.8983738404
2016,93,1606506.7997103995
2016,94,1377998.5826441702
2016,95,1222208.2209142514
2022,01,671319.4518983484
2022,02,525573.2298855981
2022,03,334661.0611153959
2022,04,167147.1583159731
2022,05,141595.8034660658
2022,06,1114557.0197449913
2022,07,333228.36925967113
2022,08,267264.947834268
2022,09,155386.0456878181
2022,10,311124.4897494033
2022,11,377783.7913773464
2022,12,279774.8963649659
2022,13,2069700.5083552287
2022,14,704588.3105921792
2022,15,144391.9136451512
2022,16,351611.0755038001
2022,17,668015.5910351557
2022,18,299510.8876793635
2022,19,240154.9917450231
2022,21,537532.2483073304
2022,22,609491.372285274
2022,23,115543.5084399148
2022,24,416409.6382578121
2022,25,548647.1813310831
2022,26,521281.5565518509
2022,27,601274.7463117584
2022,28,432892.5037929894
2022,29,927806.8084549548
2022,30,764025.5852142716
2022,31,1456237.1193326204
2022,32,192135.1329224807
2022,33,1674965.4520675174
2022,34,1217283.1229532745
2022,35,1109185.3684693908
2022,36,216776.10155657041
2022,37,616388.6061619767
2022,38,1291591.567087434
2022,39,258431.357050521
2022,40,428402.20525719086
2022,41,329078.871154836
2022,42,772060.0360350634
2022,43,228265.9440124506
2022,44,1473060.9004037168
2022,45,687102.6160936242
2022,46,175612.7992999588
2022,47,332272.6674825839
2022,48,76575.2701370433
2022,49,828049.807236011
2022,50,496953.8476924276
2022,51,564051.1031752029
2022,52,169909.8187746698
2022,53,305423.9505385989
2022,54,732918.5258219783
2022,55,180709.7732631889
2022,56,776148.3763605505
2022,57,1050707.5647407698
2022,58,202237.8671311426
2022,59,2616668.80834857
2022,60,830533.9137657977
2022,61,276179.0039459705
2022,62,1459796.3434374211
2022,63,664299.3929624653
2022,64,699540.0104947368
2022,65,231355.0116497935
2022,66,492893.5840400681
2022,67,1156907.7918546402
2022,68,767699.7212925638
2022,69,1907941.6789944917
2022,70,233957.5009297477
2022,71,549264.9911901491
2022,72,566120.4575833679
2022,73,445290.3105186889
2022,74,849663.9203451357
2022,75,2111059.9569022814
2022,76,1260184.0149916762
2022,77,1452197.9472625984
2022,78,1470735.765498995
2022,79,375302.5119602218
2022,80,565526.6256442886
2022,81,396198.9222476023
2022,82,264891.4649080509
2022,83,1108233.0954348748
2022,84,568673.8809497253
2022,85,706409.0143269002
2022,86,438616.6643442549
2022,87,372384.1109640434
2022,88,358671.8418236556
2022,89,333855.2801798119
2022,90,140085.90128826292
2022,91,1324438.0029019434
2022,92,1647463.4452822907
2022,93,1681210.956860258
2022,94,1419593.7812525237
2022,95,1270799.6037094013
